*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-01_box09_085600_final2.wav;0:05:20.689;62.875;4.125.000;8.187.500;0;40;box9_01042019;-42.09
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-15_box174_084000_final2.wav;0:56:28.435;6.993;4.062.500;8.500.000;nh;;174_150419;-48.23
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-15_box174_084000_final2.wav;0:57:39.057;19.936;3.937.500;9.375.000;nh;;174_150419;-50.16
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-15_box174_084000_final2.wav;1:04:29.941;1.297;3.562.500;8.125.000;nh;;174_150419;-45.52
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-15_box174_084000_final2.wav;1:04:31.728;2.086;3.812.500;9.125.000;nh;;174_150419;-51.13
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-15_box197_092804_final2.wav;0:04:31.991;1.805;3.625.000;8.187.500;nh;;197_150419;-40.30
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-15_box197_092804_final2.wav;0:05:10.812;1.941;3.812.500;8.625.000;nh;;197_150419;-35.55
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-15_box197_092804_final2.wav;0:14:41.324;6.213;4.062.500;8.812.500;nh;;197_150419;-44.56
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-15_box197_092804_final2.wav;0:20:24.372;6.893;3.625.000;9.125.000;nh;;197_150419;-43.83
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-16_box174_081000_final2.wav;0:28:10.186; 0.880;3.875.000;8.875.000;nh;;174_160419;-48.85
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-16_box174_081000_final2.wav;0:31:09.578;22.422;3.562.500;10.062.500;nh;;174_160419;-41.80
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-16_box174_081000_final2.wav;0:34:34.422;2.014;3.687.500;8.812.500;nh;;174_160419;-51.73
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-16_box174_081000_final2.wav;0:55:09.815;2.262;4.125.000;8.437.500;nh;;174_160419;-38.16
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-17_box197_085404_final2.wav;0:09:54.685;1.197;4.125.000;8.875.000;nh;;197_170419;-50.85
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-17_box197_085404_final2.wav;0:23:21.016;9.088;3.000.000;8.187.500;nh;;197_170419;-43.13
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-17_box197_085404_final2.wav;0:46:22.957;12.571;4.812.500;8.500.000;nh;;197_170419;-42.24
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-17_box197_085404_final2.wav;0:53:33.352;1.642;3.562.500;9.125.000;nh;;197_170419;-50.68
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-17_box197_085404_final2.wav;0:58:21.578;1.478;3.812.500;7.812.500;nh;;197_170419;-44.57
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-01_box12_095600_final2.wav;1:11:25.787; 0.599;4.312.500;6.125.000;end;;box12_01042019;
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;0:57:09.751;2.331;3.812.500;7.562.500;-2;;box174_03042019;-53.19
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;0:58:04.082;1.224;4.250.000;8.250.000;-2;;box174_03042019;-51.30
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;0:58:51.510;1.596;4.250.000;7.062.500;-2;;box174_03042019;-49.64
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;0:59:33.823;1.805;3.937.500;8.625.000;-2;;box174_03042019;-56.71
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;0:59:38.721;1.950;3.812.500;8.625.000;-2;;box174_03042019;-49.78
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:01:28.762;1.279;4.125.000;9.187.500;-2;;box174_03042019;-47.61
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:01:54.204; 0.952;4.125.000;7.312.500;-2;;box174_03042019;-52.70
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:02:02.467;2.395;3.875.000;7.125.000;-2;;box174_03042019;-43.70
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:02:08.871;1.742;3.687.500;8.812.500;-2;;box174_03042019;-41.55
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:02:11.882;1.950;3.875.000;8.812.500;-2;;box174_03042019;-47.75
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:02:25.642;1.660;4.250.000;8.687.500;-2;;box174_03042019;-50.39
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:03:53.878;1.043;4.125.000;7.312.500;-2;;box174_03042019;-48.44
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:09:02.921;1.478;3.687.500;8.000.000;-2;;box174_03042019;-47.17
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:20:48.209;1.016;4.750.000;7.562.500;-2;;box174_03042019;-54.06
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:25:21.364;1.423;4.625.000;8.437.500;-2;;box174_03042019;-50.45
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:27:02.969;1.315;3.125.000;6.687.500;-2;;box174_03042019;-50.27
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:28:04.192;1.648;3.187.500;7.687.500;-2;;box174_03042019;-50.84
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:23:13.796;1.179;4.250.000;8.375.000;-2;;197_030419;-48.85
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:27:34.404;1.306;4.125.000;7.937.500;-2;;197_030419;-48.97
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:27:45.605;1.288;4.062.500;8.000.000;-2;;197_030419;-54.57
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:28:42.340;1.197;4.312.500;8.687.500;-2;;197_030419;-50.14
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:37:08.145;9.197;4.062.500;8.437.500;-2;;197_030419;-42.37
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:39:29.560;1.261;4.250.000;8.687.500;-2;;197_030419;-53.69
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:55:42.739;1.633;3.625.000;8.500.000;-2;;197_030419;-56.76
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:56:46.449;19.909;4.125.000;7.687.500;-2;;197_030419;-49.80
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:57:56.136;2.567;3.812.500;8.250.000;-2;;197_030419;-53.32
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:16:42.183;1.336;4.375.000;8.500.000;-2;;012_110419;-48.62
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:25:51.219;1.029;4.500.000;8.687.500;-2;;012_110419;-51.10
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:48:08.055;1.896;3.375.000;8.500.000;-2;;012_110419;-43.17
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:49:34.854;2.167;4.062.500;9.562.500;-2;;012_110419;-41.81
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:49:43.727;8.468;3.562.500;9.625.000;-2;;012_110419;-40.86
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:50:18.988;19.806;3.625.000;9.625.000;-2;;012_110419;-37.96
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:56:55.390;5.442;4.312.500;8.937.500;-2;;012_110419;-40.91
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;1:00:09.695;1.777;3.687.500;8.875.000;-2;;012_110419;-49.95
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;1:20:36.041;79.634;3.562.500;8.250.000;-2;;012_110419;-29.78
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-16_box174_081000_final2.wav;0:14:05.968;2.113;4.125.000;7.687.500;-2;;174_160419;-48.41
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-17_box197_085404_final2.wav;0:02:48.544;1.669;3.625.000;8.250.000;-2;;197_170419;-47.27
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-17_box197_085404_final2.wav;0:11:46.549;1.497;3.687.500;8.375.000;-2;;197_170419;-47.45
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-17_box197_085404_final2.wav;0:21:39.773;1.515;3.875.000;9.500.000;-2;;197_170419;-47.92
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:40:38.676;1.143;2.750.000;8.375.000;-2;extremely far away;197_030419;not visible
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:45:48.063;43.955;4.375.000;8.875.000;-2;different territory;197_030419;-50.70
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:47:00.172;1.841;4.062.500;8.812.500;-2;different territory;197_030419;-53.63
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:47:07.610;194.685;4.375.000;8.625.000;-2;at adjacent nest box;197_030419;-43.10
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:10:59.900;4.045;4.375.000;7.812.500;-2;far away;012_110419;-47.91
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:36:25.464;16.565;3.375.000;9.125.000;-2;60 m;012_110419;-41.94
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:44:25.765;1.824;4.062.500;7.687.500;-2;nh;012_110419;-49.50
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:58:33.212;1.424;3.937.500;8.812.500;-2;50 m;012_110419;-50.44
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-17_box197_085404_final2.wav;0:59:35.810;26.558;3.000.000;8.187.500;-2;40 m, male from 2 territories away;197_170419;-38.42
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-17_box197_085404_final2.wav;1:01:31.147;67.247;3.250.000;8.812.500;2;7 m territory takeover;197_170419;-19.33
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-17_box197_085404_final2.wav;1:08:35.891;12.200;3.000.000;8.812.500;-2;40m;197_170419;-45.24
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:01:19.011;3.202;3.250.000;9.187.500;2;scored as alarm call in voice recording;box174_03042019;-33.22
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:33:41.403;119.158;3.562.500;8.625.000;2;;box174_03042019;-34.69
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-16_box174_081000_final2.wav;0:19:27.256;1.397;3.625.000;8.625.000;2;;174_160419;-42.08
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-17_box197_085404_final2.wav;0:10:14.839;43.900;3.687.500;8.687.500;2;;197_170419;-35.91
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:35:48.253;15.715;2.562.500;8.250.000;2;20 m;box174_03042019;-42.91
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:25:36.630;1.571;4.062.500;9.187.500;2;15 m;012_110419;-32.93
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:25:53.187;1.544;3.875.000;9.312.500;2;15 m;012_110419;-30.05
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:42:43.783;26.261;3.375.000;9.375.000;2;35 m;012_110419;-35.82
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:43:47.796;1.318;3.625.000;8.937.500;2;25 m;012_110419;-38.57
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:59:07.432;1.607;4.250.000;8.625.000;2;50 m, males close together;012_110419;-42.62
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:12:40.916;1.905;0.000;9.812.500;the male is courtship calling;;box174_03042019;
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:24:52.844;7.129;62.500;10.062.500;female courtship calling;;box174_03042019;
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:29:36.107;1.585;3.375.000;8.625.000;2, female song;3 m;box174_03042019;-19.07
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box174_083000_final2.wav;1:39:02.395;1.153;3.625.000;7.750.000;stop;;box174_03042019;
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:28:41.179;2.676;3.562.500;9.062.500;calls, 2;those are the focal males calls;197_030419;-45.57
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:57:26.558;19.410;3.875.000;7.750.000;calls, 2;;197_030419;-47.52
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:28:48.444;1.116;6.437.500;8.812.500;first syllable, 2;;197_030419;-50.07
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:58:10.213; 0.871;6.625.000;9.312.500;;;197_030419;This part is difficult to assign. I am just marking those songs that I think are clear. Note that the vocalisations suggest that the observation may be partially wrong.
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-16_box174_081000_final2.wav;0:46:23.026;1.230;3.812.500;8.875.000;;;174_160419;-36.31
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:58:16.345;1.542;4.312.500;8.437.500;2 (?);20 m;197_030419;-45.70
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;0:58:36.227;56.871;4.062.500;8.875.000;2 (?);;197_030419;-45.61
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-03_box197_095204_final2.wav;1:02:53.406;125.968;4.062.500;8.812.500;1 (?);;197_030419;-47.61
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:04:39.719;1.043;4.312.500;8.000.000;nb;;012_110419;-53.75
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:19:38.027;1.462;3.937.500;8.812.500;1;close;012_110419;-28.24
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-16_box174_081000_final2.wav;0:18:59.973;1.261;3.687.500;8.250.000;1;;174_160419;-42.82
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-11_box12_090604_final2.wav;0:29:08.340;5.236;4.125.000;9.750.000;nh, maybe no blue tit?;;012_110419;-43.93
*;C:\Users\lschlicht\ownCloud\2019-01-21 Dawn chorus\Analysis of observational data\Combined data\2019-04-16_box174_081000_final2.wav;0:42:12.575;6.565;3.687.500;8.875.000;nh, two males singing overlapping at the same time, this one not heard;;174_160419;-34.23
